tilegrp,tileid,mjd,expnum,exptime,stage,status,drpqual,drpver,dpos,object,obstime,std_mean_senb,std_mean_senr,std_mean_senz,sci_mean_senb,sci_mean_senr,sci_mean_senz,mod_mean_senb,mod_mean_senr,mod_mean_senz,fluxcal,sci_ra,sci_dec,sci_pa,sci_amass,sci_kmpos,sci_focpos,sci_alt,sci_sh_hght,sci_moon_sep,skye_ra,skye_dec,skye_pa,skye_amass,skye_kmpos,skye_focpos,skye_name,skye_alt,sci_skye_sep,skye_sh_hght,skye_moon_sep,skyw_ra,skyw_dec,skyw_pa,skyw_amass,skyw_kmpos,skyw_focpos,skyw_name,skyw_alt,sci_skyw_sep,skyw_sh_hght,skyw_moon_sep,moon_ra,moon_dec,moon_phase,moon_fli,sun_alt,moon_alt,filename,location,agcam_location,calib_mjd,ra,dec,pa,NGCname,ra_icrs,dec_icrs,ra_g,dec_g
1028XX,1028951,60269,8022,900.0,1,0,0,1.2.0,0,tile_id=1028951,2023-11-21T06:18:52.208,6.1674020668636e-14,3.04193991189823e-14,2.07274578404231e-14,5.86378070312911e-14,3.05737472609702e-14,2.03730142066524e-14,6.16928879228456e-14,3.01316707505855e-14,2.07478001348978e-14,MOD,85.84280580219196,-1.5971171653010992,62.153780252268184,1.127,-65.23,36.18,62.4952,1876.60371,104.0784,70.8595,-56.128,0.0,1.139,-51.86,35.86,WHAM_south_08,61.3906,55.8527,1080.21046,80.6302,85.80031245409589,-1.2741222285807599,0.8002711974320283,1.131,-33.36,36.86,grid125,62.1758,0.3258,1888.42656,104.103,341.16035,-11.10609,100.07,0.5887,-34.3454,-5.4024,lvmSFrame-00008022.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028951/60269/lvmSFrame-00008022.fits,sdsswork/data/agcam/lco/60269/coadds/lvm.sci.coadd_s00008022.fits,60255,85.84280580219196,-1.5971171653010992,62.153780252268184,NGC2024,85.84280580219196,-1.5971171653010992,-153.54922702692647,-15.84659531737666
1028XX,1028950,60269,8023,900.0,1,0,0,1.2.0,0,tile_id=1028950,2023-11-21T06:37:25.066,6.1947897379058e-14,3.09048579732725e-14,2.08446264918504e-14,5.55514725457216e-14,2.85489695757198e-14,1.95282733223847e-14,6.30301167261375e-14,3.13210919850331e-14,2.09082248318244e-14,MOD,85.64648045060548,-1.2247289528953669,62.177679589207926,1.132,-60.99,36.18,62.0763,1610.11401,103.7877,85.800328,-1.27412,0.0,1.131,-29.68,35.86,grid125,62.1391,0.1615,1605.88102,103.9284,70.8595,-56.128,0.0,1.153,-49.14,36.86,WHAM_south_08,60.16,56.1856,959.61472,80.6035,341.34559,-11.01399,100.26,0.5903,-32.071,-9.187,lvmSFrame-00008023.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028950/60269/lvmSFrame-00008023.fits,sdsswork/data/agcam/lco/60269/coadds/lvm.sci.coadd_s00008023.fits,60255,85.64648045060548,-1.2247289528953669,62.177679589207926,NGC2024,85.64648045060548,-1.2247289528953669,-153.98679894741753,-15.846167528970529
1028XX,1028919,60269,8024,900.0,1,0,0,1.2.0,0,tile_id=1028919,2023-11-21T06:55:57.035,6.07421350508674e-14,3.02074699372338e-14,2.03823260199925e-14,6.18778706114104e-14,3.25334264203334e-14,2.14437663344978e-14,6.04251275102862e-14,2.97897977824908e-14,2.03686846931177e-14,MOD,85.02945093327986,-0.83588173071839,62.22312669352022,1.146,-56.55,36.18,60.796,1350.10175,103.0808,85.800328,-1.27412,0.0,1.139,-25.91,35.86,grid125,61.4073,0.8866,1329.16802,103.7487,70.85954399438127,-56.12802101405981,1.2043861854869748,1.171,-46.69,36.86,WHAM_south_08,58.6366,56.4657,830.28499,80.5737,341.53567,-10.92237,100.46,0.592,-29.5538,-12.918,lvmSFrame-00008024.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028919/60269/lvmSFrame-00008024.fits,sdsswork/data/agcam/lco/60269/coadds/lvm.sci.coadd_s00008024.fits,60255,85.02945093327986,-0.83588173071839,62.22312669352022,NGC2024,85.02945093327986,-0.83588173071839,-154.6453052628066,-16.208423666223286
1028XX,1028744,60270,8053,900.0,1,0,0,1.2.0,0,tile_id=1028744,2023-11-22T05:50:42.050,6.09449719033675e-14,3.05200474662504e-14,2.04352856383578e-14,6.05849525650415e-14,2.93488290525348e-14,1.92369802274699e-14,6.19974381663155e-14,3.07000874582742e-14,2.04647550124955e-14,MOD,84.4654414140864,-4.463923530279965,62.22136369881503,1.107,-70.68,36.32,64.5973,2199.80819,90.3959,70.85952108311594,-56.1280160161534,1.25547500865462,1.127,-55.25,35.75,WHAM_south_08,62.484,52.7944,1227.55948,78.8568,85.80033052055508,-1.2741212016226569,0.6024975802790057,1.141,-38.59,36.69,grid125,61.1768,3.4571,2311.03284,91.9961,353.68877,-4.83253,112.96,0.6961,-37.0806,7.56,lvmSFrame-00008053.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028744/60270/lvmSFrame-00008053.fits,sdsswork/data/agcam/lco/60270/coadds/lvm.sci.coadd_s00008053.fits,60255,84.4654414140864,-4.463923530279965,62.22136369881503,NGC2024,84.4654414140864,-4.463923530279965,-151.55159092085634,-18.389426093633965
1028XX,1028775,60270,8054,900.0,1,0,0,1.2.0,0,tile_id=1028775,2023-11-22T06:06:43.306,6.13027496321481e-14,3.06480109251301e-14,2.03963785428699e-14,5.70762565568028e-14,2.98170903589158e-14,1.95766223093068e-14,6.2185452167277e-14,3.08780720557323e-14,2.04717426865854e-14,MOD,84.88756404760143,-4.480326568437203,62.20016800034832,1.101,-67.68,36.32,65.2613,1971.74465,90.6848,70.85949883257688,-56.127997876656025,1.2804472311949524,1.134,-53.0,35.75,WHAM_south_08,61.8302,52.8485,1142.49302,78.8471,85.80032757091254,-1.2741346270298328,0.5937027410295893,1.133,-35.12,36.69,grid125,61.967,3.3332,2071.65298,91.8625,353.82485,-4.75403,113.1,0.6972,-35.5177,4.1315,lvmSFrame-00008054.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028775/60270/lvmSFrame-00008054.fits,sdsswork/data/agcam/lco/60270/coadds/lvm.sci.coadd_s00008054.fits,60255,84.88756404760143,-4.480326568437203,62.20016800034832,NGC2024,84.88756404760143,-4.480326568437203,-151.33431373560413,-18.022312605864915
1028XX,1028836,60270,8055,900.0,1,0,0,1.2.0,0,tile_id=1028836,2023-11-22T06:23:05.771,6.12159592730782e-14,3.03893376824067e-14,2.04801846801305e-14,5.76442608275415e-14,3.08271220827881e-14,2.02503867936545e-14,6.08365302200871e-14,3.00573510377944e-14,2.04567172896268e-14,MOD,85.53466062693072,-4.140042792890625,62.141183071714956,1.102,-64.64,36.32,65.111,1740.26882,91.2202,70.85946969242048,-56.12800794262113,1.2928022471662686,1.144,-50.75,35.75,WHAM_south_08,60.8883,53.2952,1044.42684,78.8348,85.80032353845995,-1.2741263546855435,0.5974733744653751,1.13,-31.64,36.69,grid125,62.2468,2.8782,1822.71143,91.7219,353.96802,-4.67392,113.25,0.6984,-33.6911,0.6365,lvmSFrame-00008055.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028836/60270/lvmSFrame-00008055.fits,sdsswork/data/agcam/lco/60270/coadds/lvm.sci.coadd_s00008055.fits,60255,85.53466062693072,-4.140042792890625,62.141183071714956,NGC2024,85.53466062693072,-4.140042792890625,-151.34343722936296,-17.292871040796868
1028XX,1028866,60270,8056,900.0,1,0,0,1.2.0,0,tile_id=1028866,2023-11-22T06:39:42.258,6.13198790358935e-14,3.04052640760663e-14,2.04509939419644e-14,5.45749137581267e-14,2.92926758180969e-14,1.95644857779376e-14,6.21260085445794e-14,3.06287430823617e-14,2.05293386155096e-14,MOD,85.75941546153399,-3.7835385068239664,62.13102975600858,1.108,-61.22,36.32,64.4472,1509.6965,91.3303,85.80031539830783,-1.2741239566170124,0.8422993358343357,1.133,-28.4,35.75,grid125,61.9694,2.5097,1570.29826,91.575,70.85953839951092,-56.12801121846621,0.9696726084084597,1.158,-48.31,36.69,WHAM_south_08,59.6793,53.6857,935.71557,78.8201,354.11742,-4.59281,113.41,0.6997,-31.6242,-2.8954,lvmSFrame-00008056.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028866/60270/lvmSFrame-00008056.fits,sdsswork/data/agcam/lco/60270/coadds/lvm.sci.coadd_s00008056.fits,60255,85.75941546153399,-3.7835385068239664,62.13102975600858,NGC2024,85.75941546153399,-3.7835385068239664,-151.56804306610752,-16.930533278033998
1028XX,1028896,60270,8057,900.0,1,0,0,1.2.0,0,tile_id=1028896,2023-11-22T06:56:49.959,6.12085750214917e-14,3.05674778467133e-14,2.06138079190433e-14,6.30161847772301e-14,3.06145183850493e-14,2.02593887481443e-14,6.27358543999194e-14,3.10156581479265e-14,2.0645753619377e-14,MOD,85.98401030490722,-3.426978341159885,62.12007122725724,1.12,-57.77,36.32,63.2298,1272.13814,91.4304,70.85948907475105,-56.12800611760851,1.3241791123332372,1.176,-46.27,35.75,WHAM_south_08,58.1984,54.0766,816.60969,78.8023,85.80032281031086,-1.2741144409583867,0.631301380130836,1.142,-24.74,36.69,grid125,61.109,2.1607,1315.16052,91.4191,354.27589,-4.50935,113.58,0.701,-29.2901,-6.5202,lvmSFrame-00008057.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028896/60270/lvmSFrame-00008057.fits,sdsswork/data/agcam/lco/60270/coadds/lvm.sci.coadd_s00008057.fits,60255,85.98401030490722,-3.426978341159885,62.12007122725724,NGC2024,85.98401030490722,-3.426978341159885,-151.79177163488598,-16.567930041080622
1028XX,1028925,60270,8058,900.0,1,0,0,1.2.0,0,tile_id=1028925,2023-11-22T07:13:40.835,6.11348334765843e-14,3.05309051381846e-14,2.04981283095105e-14,5.68814088272564e-14,2.90814528899355e-14,1.97769554274476e-14,6.16057689623103e-14,3.04819811859553e-14,2.0541681725838e-14,MOD,86.20847894701905,-3.0704168177115454,62.1061041914437,1.137,-54.53,36.32,61.5562,1044.83875,91.5276,85.80031755645663,-1.2741470277682558,0.91678494571628,1.157,-21.67,35.75,grid125,59.742,1.842,1074.54378,91.2615,70.8594889813828,-56.127989816977625,1.0291588458400887,1.198,-43.92,36.69,WHAM_south_08,56.5442,54.4677,695.61798,78.7823,354.43606,-4.42745,113.74,0.7024,-26.8156,-10.064,lvmSFrame-00008058.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028925/60270/lvmSFrame-00008058.fits,sdsswork/data/agcam/lco/60270/coadds/lvm.sci.coadd_s00008058.fits,60255,86.20847894701905,-3.0704168177115454,62.1061041914437,NGC2024,86.20847894701905,-3.0704168177115454,-152.01459207129813,-16.20507596692902
1028XX,1028953,60270,8059,900.0,1,0,0,1.2.0,0,tile_id=1028953,2023-11-22T07:30:07.070,6.14841992057041e-14,3.05017351201845e-14,2.05114207584406e-14,5.6662413807736e-14,2.98548598806e-14,1.95307413960116e-14,6.16876402999745e-14,3.04095111458143e-14,2.05215545567418e-14,MOD,86.23594725744387,-2.341691485735716,62.16324523543152,1.165,-51.1,36.32,59.1198,839.96268,91.456,70.85948709482084,-56.127980328000156,1.3862724480747546,1.224,-42.09,35.75,WHAM_south_08,54.7721,55.1894,577.12036,78.7605,85.80031964388154,-1.2740932510003506,0.694643874089424,1.179,-18.39,36.69,grid125,57.9742,1.153,854.58966,91.1036,354.59635,-4.34776,113.91,0.7037,-24.2504,-13.4963,lvmSFrame-00008059.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028953/60270/lvmSFrame-00008059.fits,sdsswork/data/agcam/lco/60270/coadds/lvm.sci.coadd_s00008059.fits,60255,86.23594725744387,-2.341691485735716,62.16324523543152,NGC2024,86.23594725744387,-2.341691485735716,-152.67409223486422,-15.84452112522207
1028XX,1028806,60281,8704,900.0,1,0,0,1.2.0,0,tile_id=1028806,2023-12-03T03:57:16.080,6.17841758909378e-14,3.09402009746026e-14,2.07961267832514e-14,1.19968034418414e-13,6.37609344301422e-14,4.1783003619268e-14,6.22291754010808e-14,3.0808019827417e-14,2.07772883549571e-14,SCI,85.30971520543837,-4.49652347217992,62.15378101731304,1.21,-86.36,36.03,55.7304,2889.42179,61.483,85.80025581583958,-1.2740578344574316,1.0875246469221904,1.253,-54.33,35.59,grid125,52.9512,3.2595,3220.34408,59.6584,70.85951906195116,-56.12799549521024,1.0036108927072775,1.134,-65.42,36.72,WHAM_south_08,61.895,52.9049,1268.50265,97.2247,142.61628,20.39177,248.15,0.6873,-38.2443,-3.5831,lvmSFrame-00008704.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028806/60281/lvmSFrame-00008704.fits,sdsswork/data/agcam/lco/60281/coadds/lvm.sci.coadd_s00008704.fits,60255,85.30971520543837,-4.49652347217992,62.15378101731304,NGC2024,85.30971520543837,-4.49652347217992,-151.11790251740126,-17.654965490313383
1028XX,1028837,60281,8711,900.0,1,0,0,1.2.0,0,tile_id=1028837,2023-12-03T06:04:20.259,6.18011340129015e-14,3.06501905267191e-14,2.07822730483505e-14,6.13677240696493e-14,3.09220247431083e-14,2.05980287361755e-14,6.28506885669268e-14,3.09122888704705e-14,2.08272351614868e-14,MOD,85.73190080599313,-4.512486674505028,62.13586640572979,1.105,-59.91,36.03,64.7957,1980.07543,61.8218,85.80032388611535,-1.2741600410810159,1.0343640772961142,1.136,-26.8,35.59,grid125,61.6441,3.239,2128.15763,60.3937,70.85946575562335,-56.128002043383866,1.1073082274022181,1.166,-47.27,36.72,WHAM_south_08,59.0243,52.9636,1066.54289,97.4611,143.4865,20.15462,248.91,0.6811,-34.3246,20.1118,lvmSFrame-00008711.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028837/60281/lvmSFrame-00008711.fits,sdsswork/data/agcam/lco/60281/coadds/lvm.sci.coadd_s00008711.fits,60255,85.73190080599313,-4.512486674505028,62.13586640572979,NGC2024,85.73190080599313,-4.512486674505028,-150.90235672699424,-17.28737334065861
1028XX,1028867,60281,8712,900.0,1,0,0,1.2.0,0,tile_id=1028867,2023-12-03T06:20:37.325,6.20745970544629e-14,3.0856232069064e-14,2.08084009902096e-14,6.06804237246204e-14,3.1106653418832e-14,2.03656731551851e-14,6.17197246519711e-14,3.04352245045887e-14,2.07878076639132e-14,MOD,85.95664299102043,-4.155880722966788,62.11172409354016,1.119,-56.79,36.03,63.3701,1776.29701,61.5416,70.85950751880746,-56.128024539602585,1.511458935513127,1.185,-45.37,35.59,WHAM_south_08,57.5285,53.3547,979.76568,97.4807,85.80033036664747,-1.274117080129556,0.7915247569637481,1.148,-23.35,36.72,grid125,60.5977,2.886,1892.12171,60.473,143.58214,20.12076,249.0,0.6804,-32.6499,22.8163,lvmSFrame-00008712.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028867/60281/lvmSFrame-00008712.fits,sdsswork/data/agcam/lco/60281/coadds/lvm.sci.coadd_s00008712.fits,60255,85.95664299102043,-4.155880722966788,62.11172409354016,NGC2024,85.95664299102043,-4.155880722966788,-151.1278701348336,-16.925527574012655
1028XX,1028954,60282,8763,900.0,1,0,0,1.2.0,0,tile_id=1028954,2023-12-04T03:07:16.007,6.14860970215573e-14,3.06509267494032e-14,2.06059467843292e-14,5.63140359821533e-14,2.98967128509377e-14,1.98838164890501e-14,6.23247351916329e-14,3.06830871972086e-14,2.06595888608551e-14,MOD,86.43285638338627,-2.7138637431913093,62.088511547670514,1.405,-96.73,36.47,45.3863,2862.12342,69.0522,21.018534908040866,-22.926965158806755,1.076724289219283,1.107,-24.9,36.19,WHAM_south_02,64.5637,66.3467,1244.08924,135.0618,85.80031206372504,-1.274138567521397,1.0028647490305078,1.416,-64.24,37.1,grid125,44.9206,1.5724,3028.83296,69.2102,153.73546,15.97426,258.59,0.6002,-34.8224,-20.7214,lvmSFrame-00008763.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028954/60282/lvmSFrame-00008763.fits,sdsswork/data/agcam/lco/60282/coadds/lvm.sci.coadd_s00008763.fits,60255,86.43285638338627,-2.7138637431913093,62.088511547670514,NGC2024,86.43285638338627,-2.7138637431913093,-152.23651432452584,-15.841964136606963
1028XX,1028981,60282,8764,900.0,1,0,0,1.2.0,0,tile_id=1028981,2023-12-04T03:25:49.417,6.13719574370321e-14,3.07097405174763e-14,2.0668811114249e-14,5.67796998596441e-14,2.88724116415743e-14,1.88792947121687e-14,6.14842956465664e-14,3.0593581017198e-14,2.07064402509804e-14,MOD,86.46038077720169,-1.9852586797343539,62.1242980715553,1.338,-92.59,36.47,48.3407,3047.30264,68.9441,85.80024783309368,-1.27402407639559,1.2045731960332795,1.339,-60.4,36.19,grid125,48.3145,0.9702,3128.41683,69.3559,21.018520097305988,-22.927035951861914,0.8438160292951004,1.149,-22.12,37.1,WHAM_south_02,60.5193,66.6686,1359.52981,135.1955,153.89465,15.92934,258.73,0.599,-36.3263,-16.8122,lvmSFrame-00008764.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028981/60282/lvmSFrame-00008764.fits,sdsswork/data/agcam/lco/60282/coadds/lvm.sci.coadd_s00008764.fits,60255,86.46038077720169,-1.9852586797343539,62.1242980715553,NGC2024,86.46038077720169,-1.9852586797343539,-152.89422733841275,-15.480631744469877
1028XX,1028980,60282,8765,900.0,1,0,0,1.2.0,0,tile_id=1028980,2023-12-04T03:42:40.598,6.12890130203584e-14,3.05409592415054e-14,2.06081583296046e-14,6.0924461962005e-14,3.12868537368067e-14,2.13504077858605e-14,6.21348350355218e-14,3.08175469421909e-14,2.0656816237353e-14,MOD,86.26379162093411,-1.6130556648013086,62.11558009778737,1.284,-88.59,36.47,51.163,3136.39002,69.1449,85.80028480863919,-1.2740756252386183,1.1630385636697205,1.283,-56.69,36.19,grid125,51.2199,0.5741,3175.70825,69.4842,70.85951511122315,-56.127976489044315,1.0260906703567196,1.14,-67.06,37.1,WHAM_south_08,61.3261,55.9112,1219.97381,99.4163,154.03484,15.8886,258.86,0.5979,-37.3999,-13.276,lvmSFrame-00008765.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028980/60282/lvmSFrame-00008765.fits,sdsswork/data/agcam/lco/60282/coadds/lvm.sci.coadd_s00008765.fits,60255,86.26379162093411,-1.6130556648013086,62.11558009778737,NGC2024,86.26379162093411,-1.6130556648013086,-153.33095636353562,-15.481663546614245
1028XX,1028979,60282,8766,900.0,1,0,0,1.2.0,0,tile_id=1028979,2023-12-04T03:59:47.660,6.19471265769052e-14,3.09262689349877e-14,2.06436122728459e-14,5.8527418962563e-14,3.13701180961295e-14,2.06012594000227e-14,6.13718667856232e-14,3.01057768083985e-14,2.05905351913739e-14,MOD,86.06737502027651,-1.2408446213632207,62.166490680383944,1.24,-84.6,36.47,53.7649,3184.58324,69.3457,85.80028246152291,-1.2740810197514423,1.1136283415358297,1.237,-52.9,36.19,grid125,53.9536,0.2691,3181.81764,69.6104,70.85948859302117,-56.12799298407547,1.0333287124412098,1.131,-64.43,37.1,WHAM_south_08,62.1825,56.2427,1263.24403,99.4565,154.17291,15.84719,258.99,0.5968,-38.1869,-9.7016,lvmSFrame-00008766.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028979/60282/lvmSFrame-00008766.fits,sdsswork/data/agcam/lco/60282/coadds/lvm.sci.coadd_s00008766.fits,60255,86.06737502027651,-1.2408446213632207,62.166490680383944,NGC2024,86.06737502027651,-1.2408446213632207,-153.76762911263492,-15.481755160373224
1028XX,1028978,60282,8767,900.0,1,0,0,1.2.0,0,tile_id=1028978,2023-12-04T04:16:58.736,6.08935474404656e-14,3.05192542955492e-14,2.03947005107491e-14,5.91993778795122e-14,3.06953989721172e-14,2.0697221095223e-14,6.21695822911071e-14,3.09206358003723e-14,2.04566037106229e-14,MOD,85.87113229757054,-0.8685221796856929,62.16768950146673,1.206,-80.5,36.47,56.0416,3189.92675,69.5448,85.8002910706057,-1.2740886485355796,1.080436532562113,1.2,-49.08,36.19,grid125,56.4225,0.4117,3146.30246,69.733,70.85948321693596,-56.127994995831585,1.058019817280755,1.125,-61.84,37.1,WHAM_south_08,62.7255,56.5751,1289.52225,99.4945,154.3071,15.8055,259.11,0.5958,-38.6553,-6.1347,lvmSFrame-00008767.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028978/60282/lvmSFrame-00008767.fits,sdsswork/data/agcam/lco/60282/coadds/lvm.sci.coadd_s00008767.fits,60255,85.87113229757054,-0.8685221796856929,62.16768950146673,NGC2024,85.87113229757054,-0.8685221796856929,-154.20433146030686,-15.480840499101138
1028XX,1028897,60282,8769,900.0,1,0,0,1.2.0,0,tile_id=1028897,2023-12-04T04:50:08.667,6.23349114913935e-14,3.11016057420785e-14,2.08771486020628e-14,5.60154559440619e-14,2.95400119756142e-14,1.96366653378879e-14,6.36190803295207e-14,3.14122049817434e-14,2.09344096673694e-14,MOD,86.18119769785781,-3.7992660829137637,62.08768011953633,1.129,-74.52,36.47,62.3641,2750.33742,70.364,70.85953731120226,-56.128007548995996,1.4653278619398318,1.124,-57.16,36.19,WHAM_south_08,62.8107,53.7461,1289.81546,99.5605,85.8003325727672,-1.2741377796038094,0.7871515392564149,1.153,-41.52,37.1,grid125,60.155,2.5536,2966.23835,69.9578,154.55353,15.72443,259.34,0.5938,-38.6203,0.6717,lvmSFrame-00008769.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028897/60282/lvmSFrame-00008769.fits,sdsswork/data/agcam/lco/60282/coadds/lvm.sci.coadd_s00008769.fits,60255,86.18119769785781,-3.7992660829137637,62.08768011953633,NGC2024,86.18119769785781,-3.7992660829137637,-151.35245960814822,-16.563446708396395
1028XX,1028926,60282,8770,900.0,1,0,0,1.2.0,0,tile_id=1028926,2023-12-04T05:07:10.821,6.27872196913576e-14,3.09844182542419e-14,2.09551144056997e-14,5.62109998680595e-14,3.00297269576415e-14,1.97149859455036e-14,6.30327189769051e-14,3.09401726073289e-14,2.09666873597324e-14,MOD,86.40563179412804,-3.4425865714184765,62.09326636157573,1.119,-70.91,36.47,63.3543,2645.1642,70.1471,85.80028885549198,-1.2741120087138489,1.0270342948445872,1.139,-38.0,36.19,grid125,61.4009,2.2512,2821.56647,70.0673,70.85948262131015,-56.12801233848039,1.0986455034017326,1.129,-54.52,37.1,WHAM_south_08,62.3581,54.1378,1264.13908,99.5908,154.67373,15.68231,259.45,0.5929,-38.1221,4.1187,lvmSFrame-00008770.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028926/60282/lvmSFrame-00008770.fits,sdsswork/data/agcam/lco/60282/coadds/lvm.sci.coadd_s00008770.fits,60255,86.40563179412804,-3.4425865714184765,62.09326636157573,NGC2024,86.40563179412804,-3.4425865714184765,-151.57618142155584,-16.201065474218492
1028XX,1028955,60282,8771,900.0,1,0,0,1.2.0,0,tile_id=1028955,2023-12-04T05:24:01.158,6.12610654087489e-14,3.05551730021469e-14,2.05625264891883e-14,6.049011760996e-14,3.10074888832024e-14,2.05227624157943e-14,6.08022799559663e-14,3.0322749838992e-14,2.06236802692847e-14,MOD,86.62992008698595,-3.085939617993854,62.065892688816,1.114,-67.31,36.47,63.8045,2506.31879,69.926,70.8595405811775,-56.128019163504995,1.4647971201818144,1.137,-52.38,36.19,WHAM_south_08,61.5979,54.5298,1222.13999,99.618,85.80036154429634,-1.274114002628912,0.7809554646459749,1.131,-34.16,37.1,grid125,62.0982,1.9924,2648.07806,70.1714,154.78834,15.64025,259.56,0.5919,-37.3195,7.4853,lvmSFrame-00008771.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028955/60282/lvmSFrame-00008771.fits,sdsswork/data/agcam/lco/60282/coadds/lvm.sci.coadd_s00008771.fits,60255,86.62992008698595,-3.085939617993854,62.065892688816,NGC2024,86.62992008698595,-3.085939617993854,-151.79899294811037,-15.838470461081027
1028XX,1028982,60282,8772,900.0,1,0,0,1.2.0,0,tile_id=1028982,2023-12-04T05:40:15.295,6.24853701743433e-14,3.1124204906366e-14,2.09386836445481e-14,5.71846388831016e-14,2.96624091528229e-14,1.93153772481439e-14,6.33674958156492e-14,3.14049817111237e-14,2.10008544400456e-14,MOD,86.65718797845426,-2.357315608714129,-1.226702449453197,1.119,-32.0,36.47,63.3318,2369.36197,69.7733,85.80030148724936,-1.2741185738783232,1.0397268599615448,1.13,-30.94,36.19,grid125,62.2293,1.3809,2455.87654,70.2682,70.85952117377775,-56.128021315118424,1.1360238226229622,1.148,-49.95,37.1,WHAM_south_08,60.5948,55.2508,1166.85156,99.6418,154.89498,15.59925,259.66,0.5911,-36.2667,10.6872,lvmSFrame-00008772.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028982/60282/lvmSFrame-00008772.fits,sdsswork/data/agcam/lco/60282/coadds/lvm.sci.coadd_s00008772.fits,60255,86.65718797845426,-2.357315608714129,-1.226702449453197,NGC2024,86.65718797845426,-2.357315608714129,-152.45755536025248,-15.478572212766366
1029XX,1029007,60282,8779,900.0,1,0,0,1.2.0,0,tile_id=1029007,2023-12-04T08:02:42.466,6.178560174895e-14,3.12485224017674e-14,2.08878374680684e-14,5.7200789360538e-14,3.04257952892187e-14,2.00768121625573e-14,6.28328968073347e-14,3.1549204123371e-14,2.09373915058682e-14,MOD,86.48823398769474,-1.2567902715403338,62.167923699168256,1.394,-37.41,35.78,45.8253,484.13556,70.314,85.8002890534917,-1.2741852864356449,1.4148978506546066,1.406,-5.73,35.31,grid125,45.3258,0.688,488.02891,70.978,70.8594671404574,-56.12801255958901,1.388096182485543,1.421,-32.82,36.35,WHAM_south_08,44.7278,56.302,326.39117,99.7499,155.68595,15.21086,260.41,0.5847,-18.0407,35.5019,lvmSFrame-00008779.fits,sdsswork/lvm/spectro/redux/1.2.0/1029XX/1029007/60282/lvmSFrame-00008779.fits,sdsswork/data/agcam/lco/60282/coadds/lvm.sci.coadd_s00008779.fits,60255,86.48823398769474,-1.2567902715403338,62.167923699168256,NGC2024,86.48823398769474,-1.2567902715403338,-153.5493444746385,-15.117115802929533
1028XX,1028898,60282,8780,900.0,1,0,0,1.2.0,0,tile_id=1028898,2023-12-04T08:19:01.643,6.14995719047588e-14,3.08872965015432e-14,2.08632335341157e-14,7.41478060132012e-14,3.12118818134944e-14,2.06070915978047e-14,6.19296414538276e-14,3.09567138650683e-14,2.08727730227712e-14,MOD,86.3786170818109,-4.171428689249703,62.10089906607306,1.427,-37.13,35.78,44.4741,317.6576,71.3422,70.85933997224119,-56.12796369891633,1.7524819395874434,1.48,-31.35,35.31,WHAM_south_08,42.4995,53.4166,234.13785,99.7516,85.80030022171547,-1.2741065949925863,1.2140389265300895,1.487,-3.33,36.35,grid125,42.2218,2.9543,329.55793,71.0461,155.76298,15.16222,260.48,0.584,-15.2335,37.7251,lvmSFrame-00008780.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028898/60282/lvmSFrame-00008780.fits,sdsswork/data/agcam/lco/60282/coadds/lvm.sci.coadd_s00008780.fits,60255,86.3786170818109,-4.171428689249703,62.10089906607306,NGC2024,86.3786170818109,-4.171428689249703,-150.9132153924318,-16.557951651831484
