tilegrp,tileid,mjd,expnum,exptime,stage,status,drpqual,drpver,dpos,object,obstime,std_mean_senb,std_mean_senr,std_mean_senz,sci_mean_senb,sci_mean_senr,sci_mean_senz,mod_mean_senb,mod_mean_senr,mod_mean_senz,fluxcal,sci_ra,sci_dec,sci_pa,sci_amass,sci_kmpos,sci_focpos,sci_alt,sci_sh_hght,sci_moon_sep,skye_ra,skye_dec,skye_pa,skye_amass,skye_kmpos,skye_focpos,skye_name,skye_alt,sci_skye_sep,skye_sh_hght,skye_moon_sep,skyw_ra,skyw_dec,skyw_pa,skyw_amass,skyw_kmpos,skyw_focpos,skyw_name,skyw_alt,sci_skyw_sep,skyw_sh_hght,skyw_moon_sep,moon_ra,moon_dec,moon_phase,moon_fli,sun_alt,moon_alt,filename,location,agcam_location,calib_mjd,ra,dec,pa,NGCname,ra_icrs,dec_icrs,ra_g,dec_g
0011XX,11111,60181,3728,60.0,1,0,0,1.2.0,0,,2023-08-25T04:08:27.294,6.5259829436348e-14,3.30773069236845e-14,2.2334569267887e-14,9.19469243446659e-14,3.37117565243108e-14,2.33794156930661e-14,6.58053141905162e-14,3.29430974347982e-14,2.23958492894714e-14,SCI,337.410625,-20.837111,0.0,1.033,-50.98,36.03,75.4888,24300.62414,81.0249,321.613,-44.5432,0.0,1.038,-51.67,35.54,None,74.4367,27.0688,7093.90816,61.4439,333.511643,-23.250798,0.0,1.016,-49.12,36.37,None,79.8261,4.3455,19655.59968,76.7564,247.68765,-25.28263,98.47,0.5748,-69.9336,23.0426,lvmSFrame-00003728.fits,sdsswork/lvm/spectro/redux/1.2.0/0011XX/11111/60181/lvmSFrame-00003728.fits,sdsswork/data/agcam/lco/60181/coadds/lvm.sci.coadd_s00003728.fits,60177,337.410625,-20.837111,0.0,NGC7293,337.410625,-20.837111,36.16141839427528,-57.11837784310887
1028XX,1028770,60188,4168,300.0,1,0,0,1.2.0,0,,2023-09-01T08:27:58.406,6.23090166195937e-14,3.1217909143085e-14,2.06708726389166e-14,1.00914192163987e-13,3.42487635346355e-14,2.19893944573297e-14,6.37678318559201e-14,3.16974899003968e-14,2.07215185516876e-14,SCI,83.905052,-2.616742,0.0,1.637,-73.34,35.51,37.6263,778.4823,86.473,21.0186,-22.927,0.0,1.035,-32.27,34.99,WHAM_south_02,74.9624,64.0811,1524.44777,30.2861,85.800328,-1.27412,0.0,1.729,-74.62,36.13,grid125,35.3048,2.3217,757.81894,88.4369,357.29525,-3.1851,198.01,0.9756,-33.4179,44.8246,lvmSFrame-00004168.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028770/60188/lvmSFrame-00004168.fits,sdsswork/data/agcam/lco/60188/coadds/lvm.sci.coadd_s00004168.fits,60177,83.905052,-2.616742,0.0,NGC2024,83.905052,-2.616742,-153.5488409826078,-18.035053537466435
1028XX,1028800,60188,4171,900.0,1,0,0,1.2.0,0,,2023-09-01T09:58:44.156,6.1414592210809e-14,3.08933193179971e-14,2.07770630936739e-14,7.40875083226317e-14,3.18600200109877e-14,2.16511214223568e-14,6.28904882385627e-14,3.12937054561445e-14,2.08343819473993e-14,MOD,84.13007562394564,-2.2605788722687956,-63.54323007418581,1.234,-22.75,35.51,54.1107,164.94741,86.1156,85.8002911159519,-1.2740372312973467,1.0908147353300586,1.264,-55.25,34.99,grid125,52.2868,1.9391,163.57583,87.8285,70.8594984052283,-56.127984213077546,0.9070416877099152,1.136,-66.06,36.13,WHAM_south_08,61.6921,54.9154,179.31196,78.3033,357.91409,-2.72388,198.68,0.9738,-13.6337,26.3792,lvmSFrame-00004171.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028800/60188/lvmSFrame-00004171.fits,sdsswork/data/agcam/lco/60188/coadds/lvm.sci.coadd_s00004171.fits,60177,84.13007562394564,-2.2605788722687956,-63.54323007418581,NGC2024,84.13007562394564,-2.2605788722687956,-153.76994621187015,-17.670220228375925
1028XX,1028801,60208,5355,900.0,1,0,0,1.2.0,0,tile_id=1001053,2023-09-21T07:05:19.794,-999.9,-999.9,-999.9,5.4508142209087e-14,2.84923670856194e-14,1.93013805172837e-14,-999.9,-999.9,-999.9,SCI,84.32635167812852,-2.633344783952824,-62.285723792143926,1.682,-43.9,35.62,36.4679,1493.08114,147.4525,85.80031643518176,-1.2739703071410706,1.3811304399985835,1.766,-75.66,35.16,grid125,34.4817,2.0045,1460.7548,147.7724,21.01859438922689,-22.92707733958453,0.6722368833949551,1.032,-32.7,36.11,WHAM_south_02,75.7799,64.458,3418.67154,115.3792,246.07783,-24.66876,70.65,0.3355,-44.5766,-28.6077,lvmSFrame-00005355.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028801/60208/lvmSFrame-00005355.fits,sdsswork/data/agcam/lco/60208/coadds/lvm.sci.coadd_s00005355.fits,60177,84.32635167812852,-2.633344783952824,-62.285723792143926,NGC2024,84.32635167812852,-2.633344783952824,-153.32789107621676,-17.670133928510204
0011XX,11111,60212,5511,900.0,1,0,0,1.2.0,0,M33low,2023-09-25T05:06:15.072,5.93364104499617e-14,3.0075870160765e-14,2.04362739657837e-14,1.77160225523789e-14,8.68803838650601e-15,5.70720655962996e-15,5.98242122230226e-14,3.00970485910605e-14,2.04658173981203e-14,MOD,23.39818229004826,30.54888219142393,-0.13527164844496628,2.072,-35.19,35.86,28.8218,11226.20684,92.2859,15.656696570206297,26.31406614505264,0.7110958729923272,1.774,-25.74,35.54,None,34.2101,8.014,15112.70013,84.2831,2.061657384431092,-34.65171483442845,0.8829175284037336,1.011,-43.48,36.53,None,81.729,68.2297,5378.71818,49.4528,305.80618,-24.23374,120.69,0.7561,-59.2906,33.695,lvmSFrame-00005511.fits,sdsswork/lvm/spectro/redux/1.2.0/0011XX/11111/60212/lvmSFrame-00005511.fits,sdsswork/data/agcam/lco/60212/coadds/lvm.sci.coadd_s00005511.fits,60177,23.39818229004826,30.54888219142393,-0.13527164844496628,NGC598,23.39818229004826,30.54888219142393,133.5719037786825,-31.450434227404184
0011XX,11111,60212,5512,900.0,1,0,0,1.2.0,0,M33up,2023-09-25T05:25:45.401,6.00715737588717e-14,3.03991426821769e-14,2.06346652533581e-14,4.92902554021389e-14,2.743663527711e-14,1.7655788074442e-14,6.06460421515242e-14,3.05751377774704e-14,2.06837468901422e-14,MOD,23.518731309869295,30.729483505260426,-0.10601865142333082,2.03,-28.9,35.64,29.4781,10554.07581,92.2832,15.656702697400602,26.3140256502294,0.71438010568845,1.761,-19.7,35.54,None,34.5255,8.1947,14402.26503,84.1059,21.018611554026393,-22.927009187961154,0.8522601861952864,1.012,-47.21,36.43,None,81.2975,53.7101,5937.12904,67.8884,305.98274,-24.15686,120.85,0.7573,-57.8181,29.6356,lvmSFrame-00005512.fits,sdsswork/lvm/spectro/redux/1.2.0/0011XX/11111/60212/lvmSFrame-00005512.fits,sdsswork/data/agcam/lco/60212/coadds/lvm.sci.coadd_s00005512.fits,60177,23.518731309869295,30.729483505260426,-0.10601865142333082,NGC598,23.518731309869295,30.729483505260426,133.650566891124,-31.253300300343422
1028XX,1028771,60212,5517,900.0,1,0,0,1.2.0,0,tile_id=1001023,2023-09-25T06:58:26.561,6.10643282486471e-14,3.05599893333086e-14,2.07311964360726e-14,5.77941524506691e-14,2.98834720128547e-14,1.98941961598241e-14,6.02420422159782e-14,2.99601231936409e-14,2.07146508061001e-14,MOD,84.10129735923466,-2.989532409608087,-62.300631372450205,1.6,-41.84,35.64,38.6672,1576.37435,130.4996,21.018625340113736,-22.927160293759528,1.19411531721776,1.04,-31.51,35.54,WHAM_south_02,73.9683,64.1071,3529.19727,67.1827,85.80024123733176,-1.274002349208489,1.3002086572346248,1.689,-73.62,36.43,grid125,36.2869,2.4136,1540.16421,132.8742,306.90545,-23.78084,121.71,0.7637,-44.5221,10.8298,lvmSFrame-00005517.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028771/60212/lvmSFrame-00005517.fits,sdsswork/data/agcam/lco/60212/coadds/lvm.sci.coadd_s00005517.fits,60177,84.10129735923466,-2.989532409608087,-62.300631372450205,NGC2024,84.10129735923466,-2.989532409608087,-153.10589889843854,-18.034480190315268
1028XX,1028769,60212,5518,900.0,1,0,0,1.2.0,0,tile_id=1001021,2023-09-25T07:17:01.209,6.04967652940729e-14,3.04343263599704e-14,2.06162463359908e-14,5.91311646617013e-14,3.12382302048333e-14,2.06437668977956e-14,6.14541037090605e-14,3.08255230835666e-14,2.07012120253159e-14,MOD,83.70894730100397,-2.243950400833678,-62.31858592996542,1.487,-37.44,35.64,42.2531,1396.17588,130.4692,85.800328,-1.27412,0.0,1.555,-69.92,35.54,grid125,40.0116,2.3044,1358.46869,132.7418,21.01857771173382,-22.927097892171126,0.9441402687502441,1.064,-28.42,36.43,WHAM_south_02,70.0542,64.0566,3001.21508,67.0261,307.10745,-23.70454,121.89,0.765,-41.0891,7.1853,lvmSFrame-00005518.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028769/60212/lvmSFrame-00005518.fits,sdsswork/data/agcam/lco/60212/coadds/lvm.sci.coadd_s00005518.fits,60177,83.70894730100397,-2.243950400833678,-62.31858592996542,NGC2024,83.70894730100397,-2.243950400833678,-153.99174426234512,-18.034611389006958
1028XX,1028799,60212,5519,900.0,1,0,0,1.2.0,0,tile_id=1001051,2023-09-25T07:34:01.124,6.09323508544609e-14,3.0672559004473e-14,2.07910144228697e-14,5.69866193427182e-14,2.96840577825252e-14,1.99147831624544e-14,6.07804655024215e-14,3.03931421270143e-14,2.08173633818168e-14,MOD,83.93395197541096,-1.8878234531552973,-62.317195923422126,1.41,-33.88,35.64,45.1334,1214.77728,130.7276,85.80030616748012,-1.274053761070708,1.4878327640920654,1.457,-66.28,35.54,grid125,43.3191,1.964,1187.56773,132.616,21.01854427917144,-22.926988894076477,0.9809276532742758,1.091,-25.9,36.43,WHAM_south_02,66.3997,64.4091,2527.73033,66.8782,307.29724,-23.6348,122.07,0.7663,-37.8202,3.8972,lvmSFrame-00005519.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028799/60212/lvmSFrame-00005519.fits,sdsswork/data/agcam/lco/60212/coadds/lvm.sci.coadd_s00005519.fits,60177,83.93395197541096,-1.8878234531552973,-62.317195923422126,NGC2024,83.93395197541096,-1.8878234531552973,-154.2119397030384,-17.66929187621802
1028XX,1028832,60212,5520,900.0,1,0,0,1.2.0,0,tile_id=1001084,2023-09-25T07:50:41.762,6.11756818633407e-14,3.05920271480941e-14,2.07694919734957e-14,5.83168372096922e-14,3.01309014817838e-14,2.02384742023155e-14,6.16795490861868e-14,3.05817208300072e-14,2.083395395909e-14,MOD,84.74764729789173,-2.649830224830048,-62.273649274914774,1.342,-31.2,35.64,48.1539,1029.84435,130.8422,85.80031728330054,-1.2740518678895478,1.4384507579247892,1.379,-62.66,35.54,grid125,46.447,1.7319,1018.83389,132.4882,21.018548508720777,-22.926992943810806,1.0090272985509599,1.124,-23.53,36.43,WHAM_south_02,62.7777,64.8351,2081.74902,66.729,307.48799,-23.56657,122.24,0.7676,-34.5174,0.7194,lvmSFrame-00005520.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028832/60212/lvmSFrame-00005520.fits,sdsswork/data/agcam/lco/60212/coadds/lvm.sci.coadd_s00005520.fits,60177,84.74764729789173,-2.649830224830048,-62.273649274914774,NGC2024,84.74764729789173,-2.649830224830048,-153.1078206078187,-17.304993897496026
1028XX,1028831,60212,5521,900.0,1,0,0,1.2.0,0,tile_id=1001083,2023-09-25T08:07:20.973,6.14900810378467e-14,3.07249032003794e-14,2.08477903719352e-14,5.4453331305885e-14,2.92566532897272e-14,2.03399284893722e-14,6.07381373274745e-14,3.01844160370767e-14,2.08510529612631e-14,MOD,84.55128124408729,-2.277149001638473,-62.27271629514568,1.286,-27.31,35.64,51.0136,862.85147,130.76,70.85954739044027,-56.128033564372586,1.628875111946966,1.147,-68.91,35.54,WHAM_south_08,60.6599,54.9659,890.01316,87.0558,85.80028228462066,-1.2740385451295495,1.112904528054978,1.316,-58.8,36.43,grid125,49.426,1.6015,852.60559,132.3561,307.68289,-23.49873,122.42,0.7689,-31.1422,-2.4012,lvmSFrame-00005521.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028831/60212/lvmSFrame-00005521.fits,sdsswork/data/agcam/lco/60212/coadds/lvm.sci.coadd_s00005521.fits,60177,84.55128124408729,-2.277149001638473,-62.27271629514568,NGC2024,84.55128124408729,-2.277149001638473,-153.54895341069687,-17.305551536176434
1028XX,1028830,60212,5522,900.0,1,0,0,1.2.0,0,tile_id=1001082,2023-09-25T08:24:00.053,6.07923545300128e-14,3.08163168920074e-14,2.07734170396433e-14,5.58978404129936e-14,2.96541579837284e-14,1.9946180231444e-14,6.05459871128787e-14,3.03324232899492e-14,2.0833079830001e-14,MOD,84.35504496195196,-1.9044820002635205,-62.308947125349846,1.242,-23.41,35.64,53.6316,700.90147,130.6682,70.85951171468392,-56.12799273537784,1.6329317734121436,1.136,-66.33,35.54,WHAM_south_08,61.6716,55.3025,720.1785,87.03,85.80027280237724,-1.2740987525192313,1.0679710677531682,1.265,-55.12,36.43,grid125,52.2247,1.5762,692.10576,132.2197,307.88206,-23.4313,122.61,0.7703,-27.7045,-5.4631,lvmSFrame-00005522.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028830/60212/lvmSFrame-00005522.fits,sdsswork/data/agcam/lco/60212/coadds/lvm.sci.coadd_s00005522.fits,60177,84.35504496195196,-1.9044820002635205,-62.308947125349846,NGC2024,84.35504496195196,-1.9044820002635205,-153.9900348732208,-17.30513880685853
1028XX,1028739,60212,5523,900.0,1,0,0,1.2.0,0,tile_id=1000991,2023-09-25T08:41:13.003,6.14306919642282e-14,3.07524277557221e-14,2.07890432772347e-14,5.61371026761343e-14,2.91384689163146e-14,1.90413039170045e-14,6.10987095294941e-14,3.03211201239832e-14,2.08541070584913e-14,MOD,83.48382446505495,-2.600005508507912,-62.3568759628698,1.188,-19.02,35.64,57.2907,545.23463,129.4122,85.80027957292229,-1.2740634829123292,1.3281763182988933,1.222,-51.51,35.54,grid125,54.8815,2.6679,535.91504,132.0743,70.85952566130122,-56.128038464872624,1.2046160337726621,1.128,-63.49,36.43,WHAM_south_08,62.4218,54.4813,555.45914,87.0006,308.0924,-23.36213,122.8,0.7717,-24.0965,-8.5607,lvmSFrame-00005523.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028739/60212/lvmSFrame-00005523.fits,sdsswork/data/agcam/lco/60212/coadds/lvm.sci.coadd_s00005523.fits,60177,83.48382446505495,-2.600005508507912,-62.3568759628698,NGC2024,83.48382446505495,-2.600005508507912,-153.77067191728787,-18.399670937348095
1028XX,1028709,60215,5675,900.0,1,0,0,1.2.0,0,tile_id=1000961,2023-09-28T06:27:28.531,6.09990913543557e-14,3.07056997874376e-14,2.07532229560025e-14,1.26039669914598e-13,3.64852704348762e-14,2.14759208093312e-14,6.20400640936975e-14,3.10656369086273e-14,2.0764983240937e-14,MOD,83.25851003491289,-2.9560156404386726,-62.379203262954704,1.725,-45.06,35.87,35.3937,1921.35327,92.7983,85.80023103058414,-1.273999822665282,1.5320800102931784,1.868,-77.79,35.53,grid125,32.3478,3.0464,1849.39127,95.5277,21.018607184781285,-22.92709662238587,0.75118759714794,1.023,-34.38,36.47,WHAM_south_02,77.8291,63.3529,4299.95597,33.7607,350.07312,-6.97533,163.41,0.9793,-48.7523,44.2008,lvmSFrame-00005675.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028709/60215/lvmSFrame-00005675.fits,sdsswork/data/agcam/lco/60215/coadds/lvm.sci.coadd_s00005675.fits,60177,83.25851003491289,-2.9560156404386726,-62.379203262954704,NGC2024,83.25851003491289,-2.9560156404386726,-153.54869695852037,-18.764528705341696
1028XX,1028738,60215,5676,900.0,1,0,0,1.2.0,0,tile_id=1000990,2023-09-28T06:44:22.372,6.05767444072235e-14,3.07061188451128e-14,2.0644455654628e-14,7.74844956074302e-14,3.27619750477861e-14,2.12198842837083e-14,6.04005747107618e-14,3.02772003341505e-14,2.06050705395929e-14,MOD,83.28778457972463,-2.227175301410889,-62.340568853222884,1.608,-41.47,35.87,38.4158,1751.92581,92.8103,21.018613556367228,-22.92710232484174,1.0914598986247153,1.038,-31.86,35.53,WHAM_south_02,74.4386,63.6806,3838.90814,33.7118,85.80024569691288,-1.2740746810092547,1.1703458057083147,1.707,-74.09,36.47,grid125,35.824,2.686,1688.80996,95.4194,350.18535,-6.8878,163.54,0.9796,-45.9751,40.7416,lvmSFrame-00005676.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028738/60215/lvmSFrame-00005676.fits,sdsswork/data/agcam/lco/60215/coadds/lvm.sci.coadd_s00005676.fits,60177,83.28778457972463,-2.227175301410889,-62.340568853222884,NGC2024,83.28778457972463,-2.227175301410889,-154.21450791928171,-18.398775662784686
1028XX,1028768,60215,5677,900.0,1,0,0,1.2.0,0,tile_id=1001020,2023-09-28T07:02:56.278,6.05974672359902e-14,3.06745791972287e-14,2.06430224083965e-14,5.72486581403487e-14,3.00628709319805e-14,1.95723656601035e-14,6.15852657248462e-14,3.09411859277286e-14,2.06868562365192e-14,MOD,83.51288230999093,-1.8711402940897666,-62.33794305512162,1.502,-37.67,35.87,41.7249,1550.30467,92.9546,85.8002482158113,-1.2740222878153342,1.425941845054343,1.57,-70.4,35.53,grid125,39.5585,2.3632,1502.54671,95.2964,21.018565197919386,-22.927081238118554,0.791590489220873,1.061,-28.77,36.47,WHAM_south_02,70.5417,64.0335,3320.8001,33.6554,350.31254,-6.79131,163.68,0.98,-42.7162,36.8844,lvmSFrame-00005677.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028768/60215/lvmSFrame-00005677.fits,sdsswork/data/agcam/lco/60215/coadds/lvm.sci.coadd_s00005677.fits,60177,83.51288230999093,-1.8711402940897666,-62.33794305512162,NGC2024,83.51288230999093,-1.8711402940897666,-154.4346653110297,-18.0332182058227
1028XX,1028802,60215,5678,900.0,1,0,0,1.2.0,0,tile_id=1001054,2023-09-28T07:19:18.177,6.06284090891618e-14,3.06263159705638e-14,2.05760352442657e-14,7.71874661659578e-14,3.32226264640229e-14,2.18092607694779e-14,6.0375402867268e-14,3.03979755355613e-14,2.04518927375672e-14,MOD,84.52268270293393,-3.0060868826685696,-62.29720567698211,1.417,-35.38,35.87,44.8468,1351.30662,93.7091,21.018595404851695,-22.927096771178693,1.138754923062172,1.086,-26.54,35.53,WHAM_south_02,67.0311,64.4846,2863.38785,33.6032,85.80025358907584,-1.2740828086710771,1.08177503689024,1.472,-66.7,36.47,grid125,42.7585,2.1517,1332.74934,95.1844,350.42826,-6.70602,163.81,0.9803,-39.697,33.4474,lvmSFrame-00005678.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028802/60215/lvmSFrame-00005678.fits,sdsswork/data/agcam/lco/60215/coadds/lvm.sci.coadd_s00005678.fits,60177,84.52268270293393,-3.0060868826685696,-62.29720567698211,NGC2024,84.52268270293393,-3.0060868826685696,-152.88586252211567,-17.669119866565804
1028XX,1028862,60215,5679,900.0,1,0,0,1.2.0,0,tile_id=1001114,2023-09-28T07:35:38.115,6.10543391880718e-14,3.06705937885589e-14,2.0688342785395e-14,6.51781946741838e-14,2.92067210892705e-14,2.06891165728325e-14,6.1389010513792e-14,3.0713319584781e-14,2.07333097098481e-14,MOD,84.97244707459936,-2.2935659219777613,-62.277380363538406,1.364,-32.1,35.87,47.143,1170.84672,94.127,21.018570793016178,-22.926996367162833,1.170529785025228,1.117,-24.2,35.53,WHAM_south_02,63.489,65.1861,2415.4264,33.5486,85.80031970396514,-1.2741374302498862,1.0298505276963008,1.393,-63.17,36.47,grid125,45.8447,1.313,1161.00733,95.0691,350.54727,-6.62072,163.95,0.9806,-36.5722,29.9916,lvmSFrame-00005679.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028862/60215/lvmSFrame-00005679.fits,sdsswork/data/agcam/lco/60215/coadds/lvm.sci.coadd_s00005679.fits,60177,84.97244707459936,-2.2935659219777613,-62.277380363538406,NGC2024,84.97244707459936,-2.2935659219777613,-153.32888767666478,-16.94067139341964
1028XX,1028861,60215,5680,900.0,1,0,0,1.2.0,0,tile_id=1001113,2023-09-28T07:52:36.294,6.11313156783755e-14,3.06765663675029e-14,2.07415142882289e-14,6.35593347001481e-14,3.01077276242533e-14,2.03910577638505e-14,6.13371827941552e-14,3.06352356717407e-14,2.07179057361761e-14,MOD,84.7760778201631,-1.9209343937296175,-62.29132308996298,1.303,-28.1,35.87,50.0878,993.56773,93.8533,70.85953635072782,-56.12797236710378,1.4718692005909424,1.149,-69.37,35.53,WHAM_south_08,60.4536,55.3538,1002.11955,79.1146,85.80034220507946,-1.2741658435569023,0.9827434710950187,1.327,-59.45,36.47,grid125,48.9102,1.211,983.40486,94.9454,350.67484,-6.53196,164.09,0.9809,-33.2285,26.3811,lvmSFrame-00005680.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028861/60215/lvmSFrame-00005680.fits,sdsswork/data/agcam/lco/60215/coadds/lvm.sci.coadd_s00005680.fits,60177,84.7760778201631,-1.9209343937296175,-62.29132308996298,NGC2024,84.7760778201631,-1.9209343937296175,-153.76913627316296,-16.940754711378602
1028XX,1028741,60215,5681,900.0,1,0,0,1.2.0,0,tile_id=1000993,2023-09-28T08:09:14.019,6.13482959001767e-14,3.09550476740236e-14,2.08697061885279e-14,6.40469785861586e-14,3.20306845044997e-14,2.15519639758262e-14,6.28863976971434e-14,3.151589951154e-14,2.0903301808966e-14,MOD,83.87606132217422,-3.3456483059490756,-62.334847137946596,1.227,-24.13,35.87,54.564,826.83117,92.6718,85.80030936649692,-1.274066707125559,1.2548385583995467,1.273,-56.0,35.53,grid125,51.7399,2.8263,813.6148,94.8201,70.85955792192563,-56.12803610926237,1.0917770810979828,1.138,-66.58,36.47,WHAM_south_08,61.5106,53.8041,829.21175,79.1151,350.80384,-6.44487,164.23,0.9813,-29.873,22.8297,lvmSFrame-00005681.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028741/60215/lvmSFrame-00005681.fits,sdsswork/data/agcam/lco/60215/coadds/lvm.sci.coadd_s00005681.fits,60177,83.87606132217422,-3.3456483059490756,-62.334847137946596,NGC2024,83.87606132217422,-3.3456483059490756,-152.88302715330698,-18.398591824277755
1028XX,1028772,60215,5683,900.0,1,0,0,1.2.0,0,tile_id=1001024,2023-09-28T08:42:23.132,6.16045921606259e-14,3.07625904543499e-14,2.06772954403378e-14,6.48268892704943e-14,3.1336772616889e-14,2.04372146777372e-14,6.16543835884847e-14,3.05375603707637e-14,2.07038633970158e-14,MOD,84.29765982159732,-3.362257189990142,-62.3016126869939,1.163,-17.29,35.87,59.2527,506.27679,92.832,85.80029693314015,-1.2741158334171168,1.1708691356885856,1.196,-48.63,35.53,grid125,56.6879,2.5718,501.61775,94.5579,70.85950206075097,-56.127992638740075,1.0922033493534915,1.124,-61.54,36.47,WHAM_south_08,62.7718,53.8542,510.42786,79.1096,351.07328,-6.27112,164.53,0.982,-23.0033,15.7295,lvmSFrame-00005683.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028772/60215/lvmSFrame-00005683.fits,sdsswork/data/agcam/lco/60215/coadds/lvm.sci.coadd_s00005683.fits,60177,84.29765982159732,-3.362257189990142,-62.3016126869939,NGC2024,84.29765982159732,-3.362257189990142,-152.66299868334337,-18.032899144452976
1028XX,1028710,60216,5748,900.0,1,0,0,1.2.0,0,tile_id=1000962,2023-09-29T06:26:37.380,6.00553978275758e-14,3.04797157378464e-14,2.04714716208552e-14,8.35941805615833e-14,3.46831525152023e-14,2.17512456824387e-14,6.23102144018999e-14,3.11124472687386e-14,2.05330472239279e-14,MOD,83.45455148188195,-3.328888033172209,-62.35051587659207,1.697,-44.66,35.9,36.0797,1928.85332,79.9594,85.8002919426763,-1.2740264624438555,1.5763653294089741,1.836,-77.16,35.38,grid125,32.9859,3.117,1865.67029,82.2847,21.01859628882362,-22.92707156343283,0.7676375477641854,1.025,-33.88,36.37,WHAM_south_02,77.2283,63.3791,4284.26786,28.668,3.5207,0.14242,177.42,0.9995,-48.5316,49.0899,lvmSFrame-00005748.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028710/60216/lvmSFrame-00005748.fits,sdsswork/data/agcam/lco/60216/coadds/lvm.sci.coadd_s00005748.fits,60177,83.45455148188195,-3.328888033172209,-62.35051587659207,NGC2024,83.45455148188195,-3.328888033172209,-153.10392783228826,-18.76397819027237
1028XX,1028803,60216,5749,900.0,1,0,0,1.2.0,0,tile_id=1001055,2023-09-29T06:43:30.979,5.98498325081557e-14,3.02873299714579e-14,2.03756123845615e-14,1.61099951445793e-13,3.51339487035002e-14,2.17149689420767e-14,6.08055215202252e-14,3.03811762239072e-14,2.0404694950513e-14,MOD,84.71921856368886,-3.378771586758649,-62.28351167942644,1.604,-42.26,35.9,38.5531,1722.28465,81.1275,85.80032593136079,-1.274069713411172,1.5393626868069108,1.683,-73.66,35.38,grid125,36.4491,2.3657,1701.88026,82.1865,21.018583506730927,-22.927004195752048,0.7881001772316066,1.041,-31.17,36.37,WHAM_south_02,73.8023,64.5128,3828.7806,28.679,3.62088,0.22637,177.54,0.9995,-45.7773,46.1878,lvmSFrame-00005749.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028803/60216/lvmSFrame-00005749.fits,sdsswork/data/agcam/lco/60216/coadds/lvm.sci.coadd_s00005749.fits,60177,84.71921856368886,-3.378771586758649,-62.28351167942644,NGC2024,84.71921856368886,-3.378771586758649,-152.44382790874673,-17.667046798463357
1028XX,1028798,60216,5750,900.0,1,0,0,1.2.0,0,tile_id=1001050,2023-09-29T07:00:27.236,6.01631854011107e-14,3.06102779587436e-14,2.05480877045958e-14,6.24618382401296e-14,3.09747625266213e-14,1.99714283299801e-14,6.10520809531092e-14,3.07802801588892e-14,2.05686693596025e-14,MOD,83.73789375226903,-1.5150498416858391,-62.3127444272325,1.505,-37.49,35.9,41.6102,1574.02191,80.026,21.018580441133924,-22.927105715897554,1.1727451777065871,1.063,-28.76,35.38,WHAM_south_02,70.2334,64.3868,3360.43881,28.689,85.80028147672064,-1.2740924632765414,1.136709776900201,1.56,-69.89,36.37,grid125,39.8452,2.0758,1529.27749,82.0854,3.72393,0.31041,177.66,0.9996,-42.8315,43.1286,lvmSFrame-00005750.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028798/60216/lvmSFrame-00005750.fits,sdsswork/data/agcam/lco/60216/coadds/lvm.sci.coadd_s00005750.fits,60177,83.73789375226903,-1.5150498416858391,-62.3127444272325,NGC2024,83.73789375226903,-1.5150498416858391,-154.65393180773054,-17.667395767845534
