tilegrp,tileid,mjd,expnum,exptime,stage,status,drpqual,drpver,dpos,object,obstime,std_mean_senb,std_mean_senr,std_mean_senz,sci_mean_senb,sci_mean_senr,sci_mean_senz,mod_mean_senb,mod_mean_senr,mod_mean_senz,fluxcal,sci_ra,sci_dec,sci_pa,sci_amass,sci_astsrc,sci_kmpos,sci_focpos,sci_alt,sci_sh_hght,sci_moon_sep,skye_ra,skye_dec,skye_pa,skye_amass,skye_astsrc,skye_kmpos,skye_focpos,skye_name,skye_alt,sci_skye_sep,skye_sh_hght,skye_moon_sep,skyw_ra,skyw_dec,skyw_pa,skyw_amass,skyw_astsrc,skyw_kmpos,skyw_focpos,skyw_name,skyw_alt,sci_skyw_sep,skyw_sh_hght,skyw_moon_sep,moon_ra,moon_dec,moon_phase,moon_fli,sun_alt,moon_alt,filename,location,agcam_location,calib_mjd,ra,dec,pa,NGCname,ra_icrs,dec_icrs,ra_g,dec_g
1040XX,1040371,60651,30760,900.0,1,0,0,1.2.1,0,tile_id=1040371,2024-12-07T04:15:17.683,6.47740908970311e-14,3.25454227104379e-14,2.20529686863647e-14,7.17340942707797e-14,3.70848963268884e-14,2.45696050227107e-14,6.56878061873399e-14,3.20451305844483e-14,2.17374743122066e-14,MOD,96.96482713518964,4.518405091544747,2.371076617378162,1.3632558112947815,GDR coadd,-56.09,35.73,47.1838,3657.02638,127.8617,70.85952047127023,-56.128011217860944,1.51833843612686,1.1231793147487652,GDR coadd,-60.11,35.36,WHAM_south_08,62.9147,64.3089,1252.84669,84.0264,100.17876705554359,8.96707150883317,0.9785861244464595,1.5029333414962847,GDR coadd,-56.25,36.16,grid146,41.7104,5.4747,4352.56652,132.0307,328.9205,-15.03751,70.69,0.3358,-38.1306,-1.506,lvmSFrame-00030760.fits,sdsswork/lvm/spectro/redux/1.2.1/1040XX/1040371/60651/lvmSFrame-00030760.fits,sdsswork/data/agcam/lco/60651/coadds/lvm.sci.coadd_s00030760.fits,60636,96.96482713518964,4.518405091544747,2.371076617378162,NGC2237,96.96482713518964,4.518405091544747,-153.78561801300887,-3.164066366958777
1041XX,1041907,60651,30762,900.0,1,0,0,1.2.1,0,tile_id=1041907,2024-12-07T04:47:37.334,6.49996975531646e-14,3.26316096966436e-14,2.20918334329475e-14,6.83997076979623e-14,3.59019297493104e-14,2.35403143064687e-14,6.59168600328396e-14,3.21169535518694e-14,2.16566639584497e-14,MOD,98.61893538758518,3.7160451416175633,2.560072045726289,1.2789824687163054,GDR coadd,-50.5,35.73,51.4323,3176.37585,128.9408,70.85949597610669,-56.12799687966334,1.5460327475057078,1.1271718420849133,GDR coadd,-55.41,35.32,WHAM_south_08,62.5205,64.0016,1260.99206,83.986,100.17879092578902,8.967067795417107,0.8752441615815905,1.3876994072962554,GDR coadd,-48.52,36.14,grid146,46.1055,5.4749,3815.62678,131.7254,329.2402,-14.8832,71.01,0.3384,-38.2304,-7.9873,lvmSFrame-00030762.fits,sdsswork/lvm/spectro/redux/1.2.1/1041XX/1041907/60651/lvmSFrame-00030762.fits,sdsswork/data/agcam/lco/60651/coadds/lvm.sci.coadd_s00030762.fits,60636,98.61893538758518,3.7160451416175633,2.560072045726289,NGC2237,98.61893538758518,3.7160451416175633,-152.31151697035781,-2.0698414866527814
1041XX,1041906,60651,30764,900.0,1,0,0,1.2.1,0,tile_id=1041906,2024-12-07T05:21:32.039,6.48453331536614e-14,3.26181637627886e-14,2.20557385299758e-14,7.02316193007345e-14,3.68693126746321e-14,2.4740570807016e-14,6.52794403212078e-14,3.20324707451868e-14,2.17083661759436e-14,MOD,98.42493855096632,4.089791157445782,2.5666387332591403,1.2241787599600007,GDR coadd,-42.34,35.67,54.7731,2786.06532,128.5391,70.8595067235536,-56.12801243112248,1.5702959872209563,1.1448617106462953,GDR coadd,-50.7,35.19,WHAM_south_08,60.8642,64.3039,1203.20965,83.9333,100.17878589138728,8.967076153893046,0.790640949804627,1.3132407647458022,GDR coadd,-40.28,36.25,grid146,49.5944,5.179,3202.51363,131.3886,329.59172,-14.72285,71.36,0.3413,-37.0907,-14.5869,lvmSFrame-00030764.fits,sdsswork/lvm/spectro/redux/1.2.1/1041XX/1041906/60651/lvmSFrame-00030764.fits,sdsswork/data/agcam/lco/60651/coadds/lvm.sci.coadd_s00030764.fits,60636,98.42493855096632,4.089791157445782,2.5666387332591403,NGC2237,98.42493855096632,4.089791157445782,-152.73267935051766,-2.069862627059454
1042XX,1042417,60651,30765,900.0,1,0,0,1.2.1,0,tile_id=1042417,2024-12-07T05:37:48.110,6.47328543749297e-14,3.25799757229866e-14,2.1961728960129e-14,7.46514565178339e-14,4.02922482014983e-14,2.49566743751172e-14,6.53622984034316e-14,3.20874863911834e-14,2.16576154809171e-14,MOD,98.8466899386933,4.070565897556266,2.5290915698961665,1.2085185626582862,GDR coadd,-39.01,35.67,55.8386,2536.86792,128.7806,100.1787808192017,8.967070202160963,1.1612274887936695,1.291008603481798,GDR coadd,-36.53,35.19,grid146,50.7677,5.0721,2896.22372,131.2213,70.85949232320999,-56.128040310920625,1.1207668857393596,1.1584918037550893,GDR coadd,-48.31,36.25,WHAM_south_08,59.6768,64.4067,1152.62966,83.9043,329.76593,-14.64663,71.53,0.3427,-36.1121,-17.664,lvmSFrame-00030765.fits,sdsswork/lvm/spectro/redux/1.2.1/1042XX/1042417/60651/lvmSFrame-00030765.fits,sdsswork/data/agcam/lco/60651/coadds/lvm.sci.coadd_s00030765.fits,60636,98.8466899386933,4.070565897556266,2.5290915698961665,NGC2237,98.8466899386933,4.070565897556266,-152.52208614680092,-1.7051132803478652
1043XX,1043877,60651,30767,900.0,1,0,0,1.2.1,0,tile_id=1043877,2024-12-07T06:10:14.500,6.43695974280682e-14,3.25139082317201e-14,2.19399574953702e-14,6.82721264957354e-14,3.49645209980988e-14,2.32057604457734e-14,6.52258026049181e-14,3.21820666887194e-14,2.16190736685712e-14,MOD,99.91846576039032,4.385562331438483,2.6945185940662455,1.1981963476746127,GDR coadd,-32.51,35.63,56.5729,2027.56312,129.568,100.17879189680252,8.967069160715948,1.1659079701922863,1.2692879484916408,GDR coadd,-28.74,35.17,grid146,51.9844,4.5888,2278.20097,130.8774,70.85945215628333,-56.12800852422855,1.1841114605582954,1.1964618980612263,GDR coadd,-44.11,36.21,WHAM_south_08,56.699,65.0223,1012.74855,83.8394,330.12339,-14.49623,71.88,0.3457,-33.3978,-23.5877,lvmSFrame-00030767.fits,sdsswork/lvm/spectro/redux/1.2.1/1043XX/1043877/60651/lvmSFrame-00030767.fits,sdsswork/data/agcam/lco/60651/coadds/lvm.sci.coadd_s00030767.fits,60636,99.91846576039032,4.385562331438483,2.6945185940662455,NGC2237,99.91846576039032,4.385562331438483,-152.31151664125534,-0.6108742383474389
1039XX,1039857,60652,30813,900.0,1,0,0,1.2.1,0,tile_id=1039857,2024-12-08T03:42:37.760,6.4557317561159e-14,3.24967594136721e-14,2.18436725461235e-14,6.7518162221081e-14,3.52092600305871e-14,2.35890845840547e-14,6.50034823700595e-14,3.19856364754954e-14,2.16135790067082e-14,MOD,96.15147895847586,5.280804307776061,2.2512545248401867,1.4786245731815646,GDR coadd,-61.61,35.68,42.5555,4026.4782,115.2754,100.17873290480078,8.967107075199724,1.4115102452228265,1.65619049360187,GDR coadd,-63.13,35.29,grid146,37.1422,5.4362,4839.97604,119.6757,70.85953329645355,-56.12805488053824,1.0168300140420816,1.1300064457269328,GDR coadd,-64.2,36.14,WHAM_south_08,62.2455,64.8267,1173.59687,82.0434,341.356,-9.26357,83.1,0.4412,-36.7326,12.5234,lvmSFrame-00030813.fits,sdsswork/lvm/spectro/redux/1.2.1/1039XX/1039857/60652/lvmSFrame-00030813.fits,sdsswork/data/agcam/lco/60652/coadds/lvm.sci.coadd_s00030813.fits,60636,96.15147895847586,5.280804307776061,2.2512545248401867,NGC2237,96.15147895847586,5.280804307776061,-154.83856584997795,-3.5288053876234375
1040XX,1040370,60652,30814,900.0,1,0,0,1.2.1,0,tile_id=1040370,2024-12-08T04:00:15.258,6.4369444181678e-14,3.23504142584881e-14,2.15103945362071e-14,6.91628057041954e-14,3.54558170271075e-14,2.35912288759071e-14,6.49542503975233e-14,3.18664628034038e-14,2.12451755039042e-14,MOD,96.76955560831193,4.891212453856686,2.3207210713768167,1.406745926389682,GDR coadd,-58.29,35.47,45.305,3833.54462,115.6869,100.17873914065679,8.967068184552277,1.3533616727779698,1.5554540383976816,GDR coadd,-59.06,35.17,grid146,40.0083,5.2973,4594.46621,119.5248,70.85951074127314,-56.12799696573321,1.0298060242521847,1.1246556207209382,GDR coadd,-61.54,35.92,WHAM_south_08,62.768,64.6151,1219.32601,82.0346,341.5015,-9.17641,83.25,0.4425,-37.5675,8.7577,lvmSFrame-00030814.fits,sdsswork/lvm/spectro/redux/1.2.1/1040XX/1040370/60652/lvmSFrame-00030814.fits,sdsswork/data/agcam/lco/60652/coadds/lvm.sci.coadd_s00030814.fits,60636,96.76955560831193,4.891212453856686,2.3207210713768167,NGC2237,96.76955560831193,4.891212453856686,-154.20680690836852,-3.1640606543118133
1040XX,1040369,60653,30868,900.0,1,0,0,1.2.1,0,tile_id=1040369,2024-12-09T03:40:35.220,6.39270360576632e-14,3.22622196380799e-14,2.17153108413271e-14,6.80994734010039e-14,3.49523126905559e-14,2.31780573079961e-14,6.45440350983809e-14,3.18092197662849e-14,2.14336896000988e-14,MOD,96.57390664793135,5.263867801155434,2.3090184055886915,1.4772942788252375,GDR coadd,-61.61,35.7,42.6029,3998.26259,102.9177,100.17873357801776,8.967114756072622,1.3636387360128004,1.644238411384188,GDR coadd,-62.69,35.42,grid146,37.4583,5.1483,4864.32039,106.5558,70.85954912307834,-56.12807260934857,0.957150559192808,1.129255780011504,GDR coadd,-63.91,36.44,WHAM_south_08,62.3179,64.9219,1158.58182,80.505,353.84556,-2.75196,96.05,0.554,-36.4937,19.8704,lvmSFrame-00030868.fits,sdsswork/lvm/spectro/redux/1.2.1/1040XX/1040369/60653/lvmSFrame-00030868.fits,sdsswork/data/agcam/lco/60653/coadds/lvm.sci.coadd_s00030868.fits,60636,96.57390664793135,5.263867801155434,2.3090184055886915,NGC2237,96.57390664793135,5.263867801155434,-154.62798499517444,-3.1640695924670506
1040XX,1040368,60653,30870,900.0,1,0,0,1.2.1,0,tile_id=1040368,2024-12-09T04:14:31.216,6.36188282099576e-14,3.21749082854474e-14,2.17067724649444e-14,6.73182809761337e-14,3.52541424114794e-14,2.34318844884155e-14,6.40953028988325e-14,3.16938989834087e-14,2.14710821753079e-14,MOD,96.37788524241535,5.636347957214406,2.2543482130696377,1.3535489813577595,GDR coadd,-53.54,35.57,47.6292,3851.77573,102.4637,70.85951539143593,-56.128019847584966,1.4779297027761187,1.1230004084684855,GDR coadd,-59.06,35.34,WHAM_south_08,62.9326,65.2291,1235.57358,80.501,100.17875626686237,8.967087995894195,0.8720403814398932,1.4732083393429223,GDR coadd,-54.58,36.27,grid146,42.7492,5.0302,4398.26527,106.2787,354.10139,-2.58835,96.33,0.5564,-37.8915,12.619,lvmSFrame-00030870.fits,sdsswork/lvm/spectro/redux/1.2.1/1040XX/1040368/60653/lvmSFrame-00030870.fits,sdsswork/data/agcam/lco/60653/coadds/lvm.sci.coadd_s00030870.fits,60636,96.37788524241535,5.636347957214406,2.2543482130696377,NGC2237,96.37788524241535,5.636347957214406,-155.04912562319763,-3.1640823714202218
1041XX,1041393,60653,30871,900.0,1,0,0,1.2.1,0,tile_id=1041393,2024-12-09T04:30:45.499,6.3657919626015e-14,3.20087488291368e-14,2.15750059026203e-14,5.82824180227132e-14,2.81394456108177e-14,2.13714354937258e-14,6.42832082051926e-14,3.15690640697549e-14,2.13220246683726e-14,MOD,97.61392602458402,4.8554582211853745,2.430675895237315,1.3090600292305545,GDR coadd,-51.2,35.57,49.8098,3541.7923,103.5404,100.17875387603887,8.96710109192686,1.2166443681882477,1.414848794641436,GDR coadd,-50.9,35.32,grid146,44.9743,4.8359,4147.71228,106.14,70.85953291820272,-56.128058195201106,0.9897395884416973,1.1248201216348683,GDR coadd,-56.49,36.27,WHAM_south_08,62.7517,64.8108,1249.11908,80.4957,354.22996,-2.51018,96.47,0.5575,-38.1171,9.1395,lvmSFrame-00030871.fits,sdsswork/lvm/spectro/redux/1.2.1/1041XX/1041393/60653/lvmSFrame-00030871.fits,sdsswork/data/agcam/lco/60653/coadds/lvm.sci.coadd_s00030871.fits,60636,97.61392602458402,4.8554582211853745,2.430675895237315,NGC2237,97.61392602458402,4.8554582211853745,-153.78560833321336,-2.434600931387962
1040XX,1040881,60653,30872,900.0,1,0,0,1.2.1,0,tile_id=1040881,2024-12-09T04:47:06.728,6.36030583678641e-14,3.20606085662064e-14,2.17275915723901e-14,6.57549237661965e-14,3.49287657662765e-14,2.3265810028147e-14,6.42167956897162e-14,3.16048687868022e-14,2.15048168937674e-14,MOD,96.99636107321302,5.2464474239123176,2.3552099101173547,1.2741552014846067,GDR coadd,-46.65,35.57,51.7053,3435.55437,102.7954,70.85949703613197,-56.12806580811372,1.487462573876668,1.1298167032900568,GDR coadd,-54.37,35.32,WHAM_south_08,62.2637,65.0182,1247.02035,80.488,100.1787696105012,8.967105592514343,0.771581524016708,1.3679918982784847,GDR coadd,-46.75,36.27,grid146,46.9702,4.8798,3878.46337,105.9963,354.36354,-2.43156,96.61,0.5588,-38.0473,5.6343,lvmSFrame-00030872.fits,sdsswork/lvm/spectro/redux/1.2.1/1040XX/1040881/60653/lvmSFrame-00030872.fits,sdsswork/data/agcam/lco/60653/coadds/lvm.sci.coadd_s00030872.fits,60636,96.99636107321302,5.2464474239123176,2.3552099101173547,NGC2237,96.99636107321302,5.2464474239123176,-154.41735233209678,-2.7993393892119873
1042XX,1042926,60653,30875,900.0,1,0,0,1.2.1,0,tile_id=1042926,2024-12-09T05:37:33.330,6.36589575174552e-14,3.17501923909775e-14,2.16451621827209e-14,6.31511162367526e-14,3.43869873329689e-14,2.31578841778042e-14,6.43305354576617e-14,3.13202173403956e-14,2.14847343762188e-14,MOD,98.88050689376851,4.799088288431328,2.5951009281590633,1.2129577607403375,GDR coadd,-36.87,35.55,55.5308,2631.63305,104.207,100.17878545688352,8.967088658283423,1.113131106624035,1.2832822427545507,GDR coadd,-34.68,35.21,grid146,51.1921,4.3627,2963.45616,105.5273,70.85948336585953,-56.12804118619808,1.0615271627889036,1.166082016867696,GDR coadd,-47.3,36.19,WHAM_south_08,59.0451,65.1138,1143.18108,80.4497,354.80154,-2.18986,97.07,0.5628,-35.9947,-5.1451,lvmSFrame-00030875.fits,sdsswork/lvm/spectro/redux/1.2.1/1042XX/1042926/60653/lvmSFrame-00030875.fits,sdsswork/data/agcam/lco/60653/coadds/lvm.sci.coadd_s00030875.fits,60636,98.88050689376851,4.799088288431328,2.5951009281590633,NGC2237,98.88050689376851,4.799088288431328,-153.15384523156777,-1.3403595823420311
1043XX,1043437,60653,30876,900.0,1,0,0,1.2.1,0,tile_id=1043437,2024-12-09T05:53:41.677,6.41937296786029e-14,3.21376483013728e-14,2.17487621504548e-14,6.26903827823966e-14,3.26026740774152e-14,2.18735764031025e-14,6.48333430140562e-14,3.17198181635717e-14,2.15522951368014e-14,MOD,99.30267815498249,4.779615412117597,2.6156416323977565,1.2052981738802462,GDR coadd,-33.65,35.51,56.0649,2366.84164,104.4736,100.17879024729963,8.967061848348317,1.1082485115338887,1.2722770189693688,GDR coadd,-30.8,35.16,grid146,51.8126,4.2768,2654.04693,105.369,70.85946858338609,-56.12799991616837,1.0855825415014897,1.1848207923003067,GDR coadd,-45.21,36.15,WHAM_south_08,57.566,65.2174,1081.23933,80.4328,354.94991,-2.11282,97.23,0.5641,-34.7879,-8.5717,lvmSFrame-00030876.fits,sdsswork/lvm/spectro/redux/1.2.1/1043XX/1043437/60653/lvmSFrame-00030876.fits,sdsswork/data/agcam/lco/60653/coadds/lvm.sci.coadd_s00030876.fits,60636,99.30267815498249,4.779615412117597,2.6156416323977565,NGC2237,99.30267815498249,4.779615412117597,-152.9432496857935,-0.9756225488297965
1044XX,1044315,60653,30878,900.0,1,0,0,1.2.1,0,tile_id=1044315,2024-12-09T06:27:37.216,6.39908657671801e-14,3.21576514931168e-14,2.16205252171778e-14,6.66814533087818e-14,3.52288789049637e-14,2.30558965959574e-14,6.46270784564167e-14,3.17478349284501e-14,2.13932197693221e-14,MOD,99.95334623935139,5.114201688064146,2.697079123981326,1.211526983063441,GDR coadd,-26.52,35.43,55.6295,1819.43689,104.7903,100.17879338495835,8.967050851412637,1.142297529385832,1.2720234188869735,GDR coadd,-22.87,35.08,grid146,51.8271,3.8593,2003.10076,105.0239,70.85947585216186,-56.12802241873294,1.1378910707405432,1.2369841019289065,GDR coadd,-41.0,36.16,WHAM_south_08,53.9416,65.7282,913.84332,80.3902,355.27449,-1.95139,97.56,0.567,-31.4877,-15.7149,lvmSFrame-00030878.fits,sdsswork/lvm/spectro/redux/1.2.1/1044XX/1044315/60653/lvmSFrame-00030878.fits,sdsswork/data/agcam/lco/60653/coadds/lvm.sci.coadd_s00030878.fits,60636,99.95334623935139,5.114201688064146,2.697079123981326,NGC2237,99.95334623935139,5.114201688064146,-152.9432641079358,-0.24612444811073472
1040XX,1040879,60656,31087,900.0,1,0,0,1.2.1,0,tile_id=1040879,2024-12-12T03:47:23.285,6.38562322577064e-14,3.23773428469411e-14,2.20383876686724e-14,7.30953292205536e-14,3.63751373704881e-14,2.36466037486285e-14,6.47614241634303e-14,3.19259702282976e-14,2.1787002431901e-14,MOD,96.60447513210104,5.991955657210814,2.2845013309486393,1.4147039670822341,GDR coadd,-57.24,35.95,44.9801,4035.7832,63.0192,100.1787343541902,8.967105275885874,1.3408321555442753,1.5411921329694869,GDR coadd,-58.39,35.59,grid146,40.4548,4.6268,4765.9341,65.6416,70.85952676607185,-56.128068868355726,1.0323867721555824,1.1241408368803183,GDR coadd,-61.12,36.64,WHAM_south_08,62.819,65.6317,1155.8318,79.8413,33.02783,17.11376,136.22,0.8616,-36.5565,33.212,lvmSFrame-00031087.fits,sdsswork/lvm/spectro/redux/1.2.1/1040XX/1040879/60656/lvmSFrame-00031087.fits,sdsswork/data/agcam/lco/60656/coadds/lvm.sci.coadd_s00031087.fits,60655,96.60447513210104,5.991955657210814,2.2845013309486393,NGC2237,96.60447513210104,5.991955657210814,-155.2597150637009,-2.799329040220585
1041XX,1041390,60656,31090,900.0,1,0,0,1.2.1,0,tile_id=1041390,2024-12-12T04:37:20.194,6.41624623492858e-14,3.24745507110294e-14,2.19360788725265e-14,7.58248599996319e-14,3.85340136806647e-14,2.43700854604359e-14,6.45389227479474e-14,3.19906706092665e-14,2.16605569054393e-14,MOD,97.02750312511031,5.974701348803439,2.343058035396978,1.2823158645507442,GDR coadd,-45.98,35.67,51.2458,3680.48985,63.1142,70.8594998287468,-56.12807486968856,1.5250183686133791,1.130659838745908,GDR coadd,-54.09,35.53,WHAM_south_08,62.1826,65.7278,1230.66697,79.8878,100.1787771410709,8.967099202484484,0.8338620384425577,1.3629462839047473,GDR coadd,-46.26,36.32,grid146,47.1979,4.3261,4118.23094,65.3158,33.36251,17.28121,136.53,0.8635,-37.8788,25.5545,lvmSFrame-00031090.fits,sdsswork/lvm/spectro/redux/1.2.1/1041XX/1041390/60656/lvmSFrame-00031090.fits,sdsswork/data/agcam/lco/60656/coadds/lvm.sci.coadd_s00031090.fits,60655,97.02750312511031,5.974701348803439,2.343058035396978,NGC2237,97.02750312511031,5.974701348803439,-155.04909714422004,-2.434584413824925
1042XX,1042413,60656,31091,900.0,1,0,0,1.2.1,0,tile_id=1042413,2024-12-12T04:53:35.762,6.45746347002877e-14,3.29711317988622e-14,2.20441610363541e-14,6.62794321031123e-14,3.10641475453058e-14,2.21613320512121e-14,6.50185941636679e-14,3.24089726386887e-14,2.17487819782929e-14,MOD,98.06876751417089,5.565477696526438,2.4901228911675086,1.2555119356285602,GDR coadd,-43.33,35.67,52.796,3407.90495,64.1157,100.17876243620951,8.967092014113998,1.179166869182797,1.3277225537499373,GDR coadd,-42.51,35.53,grid146,48.8657,3.9938,3859.95992,65.2038,70.85949693314745,-56.12804679564122,1.0871457268304408,1.1392365638384716,GDR coadd,-51.62,36.3,WHAM_south_08,61.3758,65.6189,1223.96706,79.8989,33.47782,17.3335,136.64,0.8641,-37.7171,22.814,lvmSFrame-00031091.fits,sdsswork/lvm/spectro/redux/1.2.1/1042XX/1042413/60656/lvmSFrame-00031091.fits,sdsswork/data/agcam/lco/60656/coadds/lvm.sci.coadd_s00031091.fits,60655,98.06876751417089,5.565477696526438,2.4901228911675086,NGC2237,98.06876751417089,5.565477696526438,-154.20676225088516,-1.7051061102571652
1042XX,1042924,60656,31092,900.0,1,0,0,1.2.1,0,tile_id=1042924,2024-12-12T05:09:48.391,6.42293872159847e-14,3.2444935935612e-14,2.19405836818022e-14,6.64115134413229e-14,3.42943914522555e-14,2.31289041806799e-14,6.48848504389342e-14,3.19932981192135e-14,2.16739311234342e-14,MOD,98.49146575015075,5.54678212869495,2.4976860027690493,1.2366358084224078,GDR coadd,-39.97,35.62,53.9638,3185.60392,64.4132,70.85950253208985,-56.12805845595653,1.5631910311734454,1.151081031945119,GDR coadd,-49.63,35.49,WHAM_south_08,60.3135,65.7194,1202.03423,79.9082,100.17880620874178,8.967094597153427,0.7589080880039337,1.3014009883844977,GDR coadd,-38.35,36.27,grid146,50.2107,3.8078,3582.90368,65.0891,33.59625,17.38465,136.75,0.8648,-37.2666,19.9857,lvmSFrame-00031092.fits,sdsswork/lvm/spectro/redux/1.2.1/1042XX/1042924/60656/lvmSFrame-00031092.fits,sdsswork/data/agcam/lco/60656/coadds/lvm.sci.coadd_s00031092.fits,60655,98.49146575015075,5.54678212869495,2.4976860027690493,NGC2237,98.49146575015075,5.54678212869495,-153.99619597303717,-1.3403573222123526
1043XX,1043435,60656,31093,900.0,1,0,0,1.2.1,0,tile_id=1043435,2024-12-12T05:27:25.594,6.41275791585963e-14,3.24036989025918e-14,2.20897346667505e-14,6.82060279275799e-14,3.34477819672725e-14,2.2085429011269e-14,6.47407652226145e-14,3.19159445042053e-14,2.1718346843209e-14,MOD,98.91415837827755,5.527704027481416,2.5352383189101366,1.2225013627728771,GDR coadd,-36.28,35.7,54.8846,2918.60506,64.697,100.17878278767138,8.967062722793905,1.1419996876284886,1.2818100340260992,GDR coadd,-34.28,35.35,grid146,51.274,3.6609,3263.27158,64.9605,70.85947207860012,-56.1280195342724,1.127719270204939,1.167850652702791,GDR coadd,-47.08,36.41,WHAM_south_08,58.9008,65.8212,1161.42762,79.916,33.7291,17.4392,136.88,0.8655,-36.4581,16.8167,lvmSFrame-00031093.fits,sdsswork/lvm/spectro/redux/1.2.1/1043XX/1043435/60656/lvmSFrame-00031093.fits,sdsswork/data/agcam/lco/60656/coadds/lvm.sci.coadd_s00031093.fits,60655,98.91415837827755,5.527704027481416,2.5352383189101366,NGC2237,98.91415837827755,5.527704027481416,-153.78560931562953,-0.9756094873579463
1043XX,1043874,60656,31094,900.0,1,0,0,1.2.1,0,tile_id=1043874,2024-12-12T05:43:35.563,6.45889773582918e-14,3.27677379401739e-14,2.20809101641472e-14,7.20753698363703e-14,3.61159526660765e-14,2.40383065768985e-14,6.53164618318668e-14,3.23547698885337e-14,2.17624751512892e-14,MOD,99.33682590533921,5.5082599237690495,2.6395698918715067,1.2152568385832159,GDR coadd,-32.98,35.7,55.3733,2653.70792,64.9874,100.17879594702696,8.96705111866553,1.140726192874205,1.2715330559423756,GDR coadd,-30.4,35.35,grid146,51.8552,3.5582,2957.06612,64.8389,70.8594657774688,-56.12798929809964,1.1520822433026465,1.187006629725265,GDR coadd,-45.0,36.41,WHAM_south_08,57.4003,65.9243,1109.60658,79.9213,33.85495,17.48837,136.99,0.8662,-35.4365,13.8337,lvmSFrame-00031094.fits,sdsswork/lvm/spectro/redux/1.2.1/1043XX/1043874/60656/lvmSFrame-00031094.fits,sdsswork/data/agcam/lco/60656/coadds/lvm.sci.coadd_s00031094.fits,60655,99.33682590533921,5.5082599237690495,2.6395698918715067,NGC2237,99.33682590533921,5.5082599237690495,-153.5750076815309,-0.6108771781349026
1044XX,1044314,60656,31095,900.0,1,0,0,1.2.1,0,tile_id=1044314,2024-12-12T05:59:52.276,6.43106025981342e-14,3.25591608187694e-14,2.20410190162638e-14,6.87698261905711e-14,3.42436515168773e-14,2.27645142101453e-14,6.4951855321657e-14,3.19974388472985e-14,2.16907454755083e-14,MOD,99.75947222878523,5.488520779505264,2.70580355746355,1.2132120628582421,GDR coadd,-29.7,35.7,55.5134,2375.13919,65.273,70.85947687772013,-56.128032772826465,1.6281074986204787,1.2101890385369596,GDR coadd,-43.16,35.33,WHAM_south_08,55.7223,66.0286,1044.43997,79.9247,100.17880695875733,8.96707773249413,0.7486677580644943,1.268317704833505,GDR coadd,-26.34,36.44,grid146,52.0405,3.5033,2640.63373,64.7128,33.98564,17.53709,137.12,0.8669,-34.1526,10.7666,lvmSFrame-00031095.fits,sdsswork/lvm/spectro/redux/1.2.1/1044XX/1044314/60656/lvmSFrame-00031095.fits,sdsswork/data/agcam/lco/60656/coadds/lvm.sci.coadd_s00031095.fits,60655,99.75947222878523,5.488520779505264,2.70580355746355,NGC2237,99.75947222878523,5.488520779505264,-153.36443412262116,-0.24612940833246108
1028XX,1028898,60964,47702,900.0,1,0,0,1.2.1,0,tile_id=1028898,2025-10-16T05:34:40.468,7.3408064946226e-14,3.65055185899042e-14,2.48494187821231e-14,7.80698370784519e-14,3.94165352994512e-14,2.69483557596526e-14,7.40353142656071e-14,3.56810768995307e-14,2.43255666606734e-14,MOD,86.37861925187232,-4.171373608410505,2.0209906056219284,1.6380664862404237,GDR coadd,-75.97,35.56,37.6239,2472.9145,63.1843,85.8002414474007,-1.2740670441571587,1.6792719639750506,1.6838751969146784,GDR coadd,-73.69,35.41,grid125,36.432,2.9543,2560.23163,62.7452,21.018582374090396,-22.927093587283654,0.9361400635781139,1.0412841998555584,GDR coadd,-31.18,36.34,WHAM_south_02,73.8121,65.7136,4184.69118,128.8303,146.87612,16.26606,300.81,0.2449,-48.7736,-24.3269,lvmSFrame-00047702.fits,sdsswork/lvm/spectro/redux/1.2.1/1028XX/1028898/60964/lvmSFrame-00047702.fits,sdsswork/data/agcam/lco/60964/coadds/lvm.sci.coadd_s00047702.fits,60949,86.37861925187232,-4.171373608410505,2.0209906056219284,NGC2024,86.37861925187232,-4.171373608410505,-150.9132655268667,-16.557924647098055
1028XX,1028744,61011,49926,900.0,1,0,0,1.2.1,0,tile_id=1028744,2025-12-02T02:09:44.264,6.7782231220379e-14,3.35812613612274e-14,2.25502508381917e-14,9.37073878392781e-14,3.33860894442029e-14,2.38882948276461e-14,6.84152391328444e-14,3.29116296668228e-14,2.21618056147845e-14,MOD,84.46544105303512,-4.463884483258949,2.186596943648307,1.7362771912506771,GDR coadd,-78.82,35.9,35.1658,2122.97045,61.5577,2.061569553512013,-34.65182513257672,2.0926507123569915,1.1166816315549979,GDR coadd,-30.23,35.48,grid003,63.5741,81.2186,710.85405,54.5559,85.80025804701167,-1.274011916137584,1.0738933088724882,1.8718243284183622,GDR coadd,-77.64,37.0,grid125,32.2923,3.4572,2582.35356,61.7846,25.53071,15.1376,139.18,0.8789,-28.5589,45.1966,lvmSFrame-00049926.fits,sdsswork/lvm/spectro/redux/1.2.1/1028XX/1028744/61011/lvmSFrame-00049926.fits,sdsswork/data/agcam/lco/61011/coadds/lvm.sci.coadd_s00049926.fits,60995,84.46544105303512,-4.463884483258949,2.186596943648307,NGC2024,84.46544105303512,-4.463884483258949,-151.55162771434382,-18.389408607354323
